Sigma,D_ACF,D,Nf,lmax
0,1.05410355630658,1.05375487568744,34280.6686782369,20123.5316165119
0.00502020202020202,1.13782578692669,1.13731936030188,38618.7271021315,10789.226393382
0.010040404040404,1.21826023350967,1.21753864116757,43145.2003403842,6409.22102804016
0.0150606060606061,1.29552847805288,1.29451893852811,47861.8980214421,4123.20379543565
0.0200808080808081,1.36975210255369,1.36836416316953,52769.0440185752,2825.61448379018
0.0251010101010101,1.44105268900949,1.43917603458224,57865.0645052426,2037.63840062432
0.0301212121212121,1.50955181941764,1.50705430778571,63146.4038038872,1531.97818206684
0.0351414141414141,1.57537107577552,1.5720972676261,68607.4986054192,1192.2900070221
0.0401616161616162,1.6386320400805,1.63440685815038,74243.0657572425,955.158704899496
0.0451818181818182,1.69945629432994,1.69412579803224,80068.2739737649,784.133163104123
0.0502020202020202,1.75796542052124,1.75153426545294,86177.9761895537,657.288539611789
0.0552222222222222,1.81428100065175,1.8071119346764,92801.6831149794,560.908695849174
0.0602424242424242,1.86852461671885,1.86142772171493,100268.996126473,486.112696839647
0.0652626262626263,1.92081785071992,1.91491944715756,108898.564580301,426.981856824593
0.0702828282828283,1.97128228465233,1.96774650151524,118890.988093679,379.461802077454
0.0753030303030303,2.02003950051344,2.01979443499884,130278.809043549,340.701024230873
0.0803232323232323,2.06721108030064,2.07077240001276,142944.841467812,308.66730515365
0.0853434343434343,2.11291860601129,2.12033104869444,156653.056759406,281.877412132022
0.0903636363636364,2.15728365964278,2.1681523394025,171088.802974707,259.225662644208
0.0953838383838384,2.20042782319246,2.21399946033343,185895.992072244,239.871145176142
0.10040404040404,2.24247267865773,2.25771299217921,200740.633922338,223.190417468604
0.105424242424242,2.28353980803593,2.29922737775836,215299.350299704,208.686039168443
0.110444444444444,2.32375079332446,2.33854313456661,229297.187449472,195.972796496929
0.115464646464646,2.36322721652069,2.37572435081503,242486.303247483,184.733410372425
0.120484848484848,2.40209065962198,2.41082500380173,254765.949462298,174.761010199404
0.125505050505051,2.44046270462571,2.44400250751963,265912.417961909,165.810696009013
0.130525252525253,2.47846493352926,2.47536837677115,275859.989415688,157.736038230557
0.135545454545455,2.51621892832999,2.50500022051693,284700.88906458,150.452890636113
0.140565656565657,2.55384627102528,2.53307016765972,292297.086399327,143.80912725777
0.145585858585859,2.5914685436125,2.55971651905762,298579.145343583,137.699372057749
0.150606060606061,2.62920732808902,2.58503749949526,303593.718081449,132.06228921164
0.155626262626263,2.66718420645223,2.60909995943947,307512.621280389,126.868793084522
0.160646464646465,2.70552076069948,2.63197802466332,310490.616594491,122.084908303964
0.165666666666667,2.74433857282816,2.65380242675417,312367.27065103,117.621791662404
0.170686868686869,2.78375922483564,2.67466091798933,313081.941884144,113.425852056074
0.175707070707071,2.82390429871929,2.69461012124664,312670.471256314,109.468279070946
0.180727272727273,2.86489537647647,2.71368819338677,311235.88109916,105.734200020426
0.185747474747475,2.90685404010458,2.73192270054992,308924.185790636,102.216143045219
0.190767676767677,2.94990187160097,2.74933190452097,305935.361554078,98.9143187345151
0.195787878787879,2.99416045296303,2.76591445224225,302652.515567363,95.8523948450394
0.200808080808081,3.03975136618812,2.78172863349177,298880.009874253,92.9777925669825
0.205828282828283,3.08679619327362,2.79681561093939,294419.240961855,90.2456091559543
0.210848484848485,3.1354165162169,2.81119262098379,289201.205060279,87.6320706769502
0.215868686868687,3.18573391701533,2.82486344783895,283251.234737407,85.1266644103144
0.220888888888889,3.23786997766629,2.83782550360784,276658.599963124,82.7267200762746
0.225909090909091,3.29194628016715,2.85007445628242,269550.776543828,80.4337182990725
0.230929292929293,3.34808440651528,2.86160712401109,262072.511935801,78.2508296792205
0.235949494949495,3.40640593870806,2.87242316969703,254369.763165013,76.1813365613092
0.240969696969697,3.46703245874285,2.88252599025142,246578.341376994,74.2276884044462
0.245989898989899,3.53008554861704,2.89192308942447,238816.816594195,72.3910081086071
0.251010101010101,3.59568679032799,2.90062614069156,231183.007856262,70.6709123949635
0.256030303030303,3.66395776587309,2.90864803250649,223907.572412014,69.0822010878896
0.261050505050505,3.73502005724969,2.91600433702991,217443.072661393,67.664784290982
0.266070707070707,3.80899524645517,2.92272805175277,211440.23854358,66.3731111441376
0.271090909090909,3.88600491548691,2.92884866801388,205636.510281134,65.1714844879577
0.276111111111111,3.96617064634228,2.9343946405004,199893.006036082,64.0378149938917
0.281131313131313,4.04961402101866,2.93939581141767,194152.051867199,62.9589487130001
0.286151515151515,4.13645662151341,2.94388434132765,188406.465140002,61.9273974615724
0.291171717171717,4.2268200298239,2.94789470598497,182677.764413864,60.9391053856458
0.296191919191919,4.32082582794752,2.95146316322198,177001.22846037,59.9919665371763
0.301212121212121,4.41859559788163,2.95462696695366,171416.140642373,59.0848751552306
0.306232323232323,4.52025092162362,2.95742351020287,165959.848712479,58.2171446044748
0.311252525252525,4.62591338117084,2.95988951101845,160664.526314492,57.3881742439494
0.316272727272727,4.73570455852067,2.96206030767944,155555.759907788,56.597277405163
0.321292929292929,4.84974603567049,2.96396929675414,150652.299186272,55.8436096123074
0.326313131313131,4.96815939461767,2.96564752497841,145966.492464743,55.1261555767422
0.331333333333333,5.09106621735959,2.96712343053445,141505.076782762,54.4437476390999
0.336353535353535,5.21858808589361,2.96842271922574,137270.106192819,53.7950983707595
0.341373737373737,5.3508465822171,2.96956835501984,133259.884795537,53.178836970622
0.346393939393939,5.48796328832745,2.97058064160213,129469.829100269,52.5935437171455
0.351414141414141,5.63005978622202,2.97147737124662,125893.222983406,52.0377797067245
0.356434343434343,5.77725765789819,2.97227401882323,122521.853052761,51.5101109263664
0.361454545454545,5.92967848535333,2.97298396151936,119346.526828408,51.0091267443273
0.366474747474747,6.08744385058482,2.97361870830342,116357.484057175,50.5334534285041
0.371494949494949,6.25067533559002,2.97418812682723,113544.715056812,50.0817635111224
0.376515151515152,6.41949452236631,2.97470065898508,110898.200898387,49.6527818416045
0.381535353535354,6.59402299291106,2.97516351946961,108408.089610093,49.2452890949385
0.386555555555556,6.77438232922164,2.97558287424695,106064.821162721,48.8581233858868
0.391575757575758,6.96069411329544,2.97596399787033,103859.212244614,48.4901805131043
0.39659595959596,7.15307992712981,2.97631140998602,101782.510034735,48.140413239713
0.401616161616162,7.35166135272214,2.97662899232814,99826.4224945894,47.8078299163735
0.406636363636364,7.5565599720698,2.97692008804115,97983.1312024604,47.4914926717313
0.411656565656566,7.76789736717016,2.97718758540909,96245.2914743459,47.1905153323037
0.416676767676768,7.98579512002059,2.97743398809782,94606.0234545229,46.9040611868421
0.42169696969697,8.21037481261847,2.97766147390791,93058.8969965746,46.6313406758869
0.426717171717172,8.44175802696116,2.97787194384991,91597.9124682681,46.3716090626648
0.431737373737374,8.68006634504605,2.97806706313345,90217.4790732002,46.1241641241217
0.436757575757576,8.9254213488705,2.97824829543732,88912.3918627177,45.8883438886979
0.441777777777778,9.17794462043189,2.97841693161364,87677.8082891356,45.6635244388916
0.44679797979798,9.43775774172759,2.97857411378893,86509.2249062211,45.4491177906117
0.451818181818182,9.70498229475498,2.9787208556579,85402.4546376061,45.2445698570003
0.456838383838384,9.97973986151142,2.97885805962527,84353.6048954675,45.0493585012776
0.461858585858586,10.2621520239943,2.97898653133316,83359.0567289573,44.8629916808703
0.466878787878788,10.552340364201,2.97910699201449,82415.4451064479,44.6850056833842
0.47189898989899,10.8504264641288,2.979220089034,81519.6403808444,44.5149634537197
0.476919191919192,11.1565319057752,2.97932640491295,80668.7309479076,44.3524530106872
0.481939393939394,11.4707782711375,2.9794264650817,79860.0070800251,44.1970859507894
0.486959595959596,11.7932871422132,2.9795207445614,79090.945899169,44.0484960363406
0.491979797979798,12.1241801009995,2.97960967374074,78359.1974401621,43.9063378647426
0.497,12.4635787294938,2.97969364338619,77662.5717481145,43.7702856155134
